iteration,para_a,para_b,f_beta,TP,FP,FN,TN,precision,recall
288,0.0031293491124260355,10,0.8682952071592743,97,53,0,-1,0.6466666666666666,0.9026693105697632
289,0.0032302958579881655,2,0.8207691629251138,97,203,0,0,0.3233333333333333,0.9899998903274536
290,0.0032302958579881655,3,0.8139971363229468,97,203,0,0,0.3233333333333333,0.9790832996368408
291,0.0032302958579881655,4,0.8071453705088455,97,203,0,0,0.3233333333333333,0.9681001901626587
292,0.0032302958579881655,5,0.8002548349099641,97,203,0,0,0.3233333333333333,0.9571173191070557
293,0.0032302958579881655,6,0.7978927780788404,97,196,0,-1,0.3310580204778157,0.946134090423584
294,0.0032302958579881655,7,0.816815214313175,97,157,0,-1,0.38188976377952755,0.9351509809494019
295,0.0032302958579881655,8,0.8489162478743073,97,101,0,-1,0.4898989898989899,0.9241681098937988
296,0.0032302958579881655,9,0.8660756408457307,97,67,0,-1,0.5914634146341463,0.9131851196289062
297,0.0032302958579881655,10,0.8710234184566562,97,49,0,-1,0.6643835616438356,0.9022020101547241
298,0.0033312426035502956,2,0.8204833725959881,97,203,0,0,0.3233333333333333,0.9895379543304443
299,0.0033312426035502956,3,0.8137064013135737,97,203,0,0,0.3233333333333333,0.9786159992218018
300,0.0033312426035502956,4,0.806853060892327,97,203,0,0,0.3233333333333333,0.9676330089569092
301,0.0033312426035502956,5,0.7999607874563183,97,203,0,0,0.3233333333333333,0.9566500186920166
302,0.0033312426035502956,6,0.7989075366098232,97,194,0,-1,0.3333333333333333,0.9456669092178345
303,0.0033312426035502956,7,0.8333292500376951,97,133,0,-1,0.4217391304347826,0.9346837997436523
304,0.0033312426035502956,8,0.8613714941008243,97,84,0,-1,0.5359116022099447,0.9237009286880493
305,0.0033312426035502956,9,0.8719227422046822,97,59,0,-1,0.6217948717948718,0.9127179384231567
306,0.0033312426035502956,10,0.8729822451086476,97,46,0,-1,0.6783216783216783,0.9017349481582642
307,0.003432189349112426,2,0.8201973669927498,97,203,0,0,0.3233333333333333,0.989075779914856
308,0.003432189349112426,3,0.8134156706135739,97,203,0,0,0.3233333333333333,0.9781488180160522
309,0.003432189349112426,4,0.8065606808317961,97,203,0,0,0.3233333333333333,0.9671658277511597
310,0.003432189349112426,5,0.7996666689204154,97,203,0,0,0.3233333333333333,0.9561827182769775
311,0.003432189349112426,6,0.8039022804290317,97,186,0,-1,0.34275618374558303,0.945199728012085
312,0.003432189349112426,7,0.8460732932414143,97,115,0,-1,0.45754716981132076,0.9342166185379028
313,0.003432189349112426,8,0.867939551525766,97,75,0,-1,0.563953488372093,0.9232337474822998
314,0.003432189349112426,9,0.8770551986351685,97,52,0,-1,0.6510067114093959,0.9122507572174072
315,0.003432189349112426,10,0.8773234536119852,97,40,0,-1,0.708029197080292,0.9012677669525146
316,0.003533136094674556,2,0.8199113673745554,97,203,0,0,0.3233333333333333,0.9886137247085571
317,0.003533136094674556,3,0.8131248700395816,97,203,0,0,0.3233333333333333,0.9776816368103027
318,0.003533136094674556,4,0.806268155669026,97,203,0,0,0.3233333333333333,0.9666985273361206
319,0.003533136094674556,5,0.7993726293913692,97,203,0,0,0.3233333333333333,0.9557156562805176
320,0.003533136094674556,6,0.8116672201121189,97,174,0,-1,0.35793357933579334,0.9447325468063354
321,0.003533136094674556,7,0.8546705785773964,97,103,0,-1,0.485,0.9337495565414429
322,0.003533136094674556,8,0.873820177934132,97,67,0,-1,0.5914634146341463,0.9227664470672607
323,0.003533136094674556,9,0.8798471799888142,97,48,0,-1,0.6689655172413793,0.9117834568023682
324,0.003533136094674556,10,0.8809069129803248,97,35,0,-1,0.7348484848484849,0.9008005857467651
325,0.003634082840236686,2,0.8196252999562217,97,203,0,0,0.3233333333333333,0.9881516695022583
326,0.003634082840236686,3,0.8128340737959064,97,203,0,0,0.3233333333333333,0.9772145748138428
327,0.003634082840236686,4,0.8059757092768137,97,203,0,0,0.3233333333333333,0.9662314653396606
328,0.003634082840236686,5,0.799078368649905,97,203,0,0,0.3233333333333333,0.9552483558654785
329,0.003634082840236686,6,0.8279783310868642,97,150,0,-1,0.39271255060728744,0.9442653656005859
330,0.003634082840236686,7,0.8649837627557567,97,89,0,-1,0.521505376344086,0.9332822561264038
331,0.003634082840236686,8,0.8829840799624428,97,55,0,-1,0.6381578947368421,0.9222991466522217
332,0.003634082840236686,9,0.8850729219660918,97,41,0,-1,0.7028985507246377,0.9113163948059082
333,0.003634082840236686,10,0.8837135086423827,97,31,0,-1,0.7578125,0.9003334045410156
334,0.0037350295857988165,2,0.8193391647136369,97,203,0,0,0.3233333333333333,0.9876896142959595
335,0.0037350295857988165,3,0.8125430591688341,97,203,0,0,0.3233333333333333,0.9767472743988037
336,0.0037350295857988165,4,0.8056831177313902,97,203,0,0,0.3233333333333333,0.9657642841339111
337,0.0037350295857988165,5,0.8007624437741848,97,200,0,-1,0.3265993265993266,0.9547812938690186
338,0.0037350295857988165,6,0.841293906194118,97,131,0,-1,0.42543859649122806,0.9437981843948364
339,0.0037350295857988165,7,0.8700512811482314,97,82,0,-1,0.5418994413407822,0.9328150749206543
340,0.0037350295857988165,8,0.8850144844029928,97,52,0,-1,0.6510067114093959,0.9218319654464722
341,0.0037350295857988165,9,0.8871034140655596,97,38,0,-1,0.7185185185185186,0.9108490943908691
342,0.0037350295857988165,10,0.8857278974951124,97,28,0,-1,0.776,0.899865984916687
343,0.0038359763313609466,2,0.8190528877741134,97,203,0,0,0.3233333333333333,0.9872274398803711
344,0.0038359763313609466,3,0.8122520488216562,97,203,0,0,0.3233333333333333,0.9762800931930542
345,0.0038359763313609466,4,0.8053903809532577,97,203,0,0,0.3233333333333333,0.9652969837188721
346,0.0038359763313609466,5,0.8044496846008037,97,194,0,-1,0.3333333333333333,0.9543139934539795
347,0.0038359763313609466,6,0.847573071356477,97,122,0,-1,0.4429223744292237,0.9433308839797974
348,0.0038359763313609466,7,0.8775534610037801,97,72,0,-1,0.5739644970414202,0.9323478937149048
349,0.0038359763313609466,8,0.8894942500172353,97,46,0,-1,0.6783216783216783,0.9213649034500122
350,0.0038359763313609466,9,0.8899587089397715,97,34,0,-1,0.7404580152671756,0.9103819131851196
351,0.0038359763313609466,10,0.888564600087826,97,24,0,-1,0.8016528925619835,0.899398922920227
352,0.003936923076923077,2,0.8187666167931291,97,203,0,0,0.3233333333333333,0.9867653846740723
353,0.003936923076923077,3,0.8119609684996401,97,203,0,0,0.3233333333333333,0.9758129119873047
354,0.003936923076923077,4,0.8050976482723929,97,203,0,0,0.3233333333333333,0.9648298025131226
355,0.003936923076923077,5,0.8061556834612149,97,191,0,-1,0.3368055555555556,0.9538465738296509
356,0.003936923076923077,6,0.856964246190017,97,109,0,-1,0.470873786407767,0.9428638219833374
357,0.003936923076923077,7,0.8819662698875051,97,66,0,-1,0.5950920245398773,0.9318805932998657
358,0.003936923076923077,8,0.8907351421114456,97,44,0,-1,0.6879432624113475,0.9208976030349731
359,0.003936923076923077,9,0.8903734083215459,97,33,0,-1,0.7461538461538462,0.9099147319793701
360,0.003936923076923077,10,0.8897836998388103,97,22,0,-1,0.8151260504201681,0.8989318609237671
361,0.004037869822485207,2,0.8184803517990797,97,203,0,0,0.3233333333333333,0.986303448677063
362,0.004037869822485207,3,0.8116697438766153,97,203,0,0,0.3233333333333333,0.9753456115722656
363,0.004037869822485207,4,0.8048048449945191,97,203,0,0,0.3233333333333333,0.964362621307373
364,0.004037869822485207,5,0.8132876712913127,97,180,0,-1,0.35018050541516244,0.9533795118331909
365,0.004037869822485207,6,0.8704534985820424,97,91,0,-1,0.5159574468085106,0.9423965215682983
366,0.004037869822485207,7,0.8896754775335971,97,56,0,-1,0.6339869281045751,0.9314134120941162
367,0.004037869822485207,8,0.8928001904465925,97,41,0,-1,0.7028985507246377,0.9204304218292236
368,0.004037869822485207,9,0.8932488911582426,97,29,0,-1,0.7698412698412699,0.909447431564331
369,0.004037869822485207,10,0.890187710832952,97,21,0,-1,0.8220338983050848,0.8984644412994385
370,0.0041388165680473375,2,0.8181939450181378,97,203,0,0,0.3233333333333333,0.9858413934707642
371,0.0041388165680473375,3,0.8113785235113141,97,203,0,0,0.3233333333333333,0.9748784303665161
372,0.0041388165680473375,4,0.8045120458348988,97,203,0,0,0.3233333333333333,0.9638955593109131
373,0.0041388165680473375,5,0.8240319362676451,97,164,0,-1,0.3716475095785441,0.9529123306274414
374,0.0041388165680473375,6,0.8771763272707992,97,82,0,-1,0.5418994413407822,0.9419294595718384
375,0.0041388165680473375,7,0.8925652225502796,97,52,0,-1,0.6510067114093959,0.9309464693069458
376,0.0041388165680473375,8,0.8965287212162067,97,36,0,-1,0.7293233082706767,0.9199633598327637
377,0.0041388165680473375,9,0.8953155468570267,97,26,0,-1,0.7886178861788617,0.9089802503585815
378,0.0041388165680473375,10,0.891410305706943,97,19,0,-1,0.8362068965517241,0.897997260093689
379,0.004239763313609467,2,0.8179073963735544,97,203,0,0,0.3233333333333333,0.9853792190551758
380,0.004239763313609467,3,0.8110873074320846,97,203,0,0,0.3233333333333333,0.9744113683700562
381,0.004239763313609467,4,0.8042190265455659,97,203,0,0,0.3233333333333333,0.963428258895874
382,0.004239763313609467,5,0.8293517214280216,97,156,0,-1,0.383399209486166,0.9524451494216919
383,0.004239763313609467,6,0.8840032535779233,97,73,0,-1,0.5705882352941176,0.9414621591567993
384,0.004239763313609467,7,0.8971293162078122,97,46,0,-1,0.6783216783216783,0.9304789304733276
385,0.004239763313609467,8,0.8977882154651871,97,34,0,-1,0.7404580152671756,0.9194961786270142
386,0.004239763313609467,9,0.8973913664699873,97,23,0,-1,0.8083333333333333,0.908513069152832
387,0.004239763313609467,10,0.8926358311715534,97,17,0,-1,0.8508771929824561,0.8975300788879395
388,0.0043407100591715975,2,0.8176209275971197,97,203,0,0,0.3233333333333333,0.9849172830581665
389,0.0043407100591715975,3,0.8107958726036149,97,203,0,0,0.3233333333333333,0.9739440679550171
390,0.0043407100591715975,4,0.8045927746907504,97,202,0,-1,0.32441471571906355,0.962960958480835
391,0.0043407100591715975,5,0.8412558608402013,97,139,0,-1,0.4110169491525424,0.9519779682159424
392,0.0043407100591715975,6,0.8933986429227435,97,61,0,-1,0.6139240506329114,0.9409948587417603
393,0.0043407100591715975,7,0.9025794978962723,97,39,0,-1,0.7132352941176471,0.9300119876861572
394,0.0043407100591715975,8,0.8998847035225185,97,31,0,-1,0.7578125,0.9190287590026855
395,0.0043407100591715975,9,0.897811337891457,97,22,0,-1,0.8151260504201681,0.9080458879470825
396,0.0043407100591715975,10,0.8922200245908611,97,17,0,-1,0.8508771929824561,0.8970630168914795
397,0.004441656804733728,2,0.8173342429549285,97,203,0,0,0.3233333333333333,0.9844551086425781
398,0.004441656804733728,3,0.8105044420106483,97,203,0,0,0.3233333333333333,0.9734768867492676
399,0.004441656804733728,4,0.8056353018589493,97,200,0,-1,0.3265993265993266,0.962493896484375
400,0.004441656804733728,5,0.8535063783075292,97,122,0,-1,0.4429223744292237,0.9515107870101929
401,0.004441656804733728,6,0.8963204579564841,97,57,0,-1,0.6298701298701299,0.9405277967453003
402,0.004441656804733728,7,0.903023236672668,97,38,0,-1,0.7185185185185186,0.9295446872711182
403,0.004441656804733728,8,0.9009001021861438,96,29,-1,-1,0.768,0.9185616970062256
404,0.004441656804733728,9,0.898890354214763,96,20,-1,-1,0.8275862068965517,0.9075788259506226
405,0.004441656804733728,10,0.8933181328014783,96,15,-1,-1,0.8648648648648649,0.8965955972671509
406,0.004542603550295858,2,0.8170473423174595,97,203,0,0,0.3233333333333333,0.9839926958084106
407,0.004542603550295858,3,0.8102129412912046,97,203,0,0,0.3233333333333333,0.9730097055435181
408,0.004542603550295858,4,0.8073515136408412,97,197,0,-1,0.3299319727891156,0.9620265960693359
409,0.004542603550295858,5,0.8684448435547067,97,102,0,-1,0.48743718592964824,0.9510434865951538
410,0.004542603550295858,6,0.9009313273036436,97,51,0,-1,0.6554054054054054,0.9400604963302612
411,0.004542603550295858,7,0.9059985789956577,97,34,0,-1,0.7404580152671756,0.9290773868560791
412,0.004542603550295858,8,0.902187955550493,96,27,-1,-1,0.7804878048780488,0.918094277381897
413,0.004542603550295858,9,0.9001626194377551,96,18,-1,-1,0.8421052631578947,0.907111406326294
414,0.004542603550295858,10,0.8937319801045686,96,14,-1,-1,0.8727272727272727,0.8961284160614014
415,0.004643550295857988,2,0.8167574139739865,97,203,0,0,0.3233333333333333,0.9835255146026611
416,0.004643550295857988,3,0.809921370419969,97,203,0,0,0.3233333333333333,0.9725425243377686
417,0.004643550295857988,4,0.8097501747484697,97,193,0,-1,0.33448275862068966,0.9615592956542969
418,0.004643550295857988,5,0.8791087377674226,97,88,0,-1,0.5243243243243243,0.9505763053894043
419,0.004643550295857988,6,0.9030603076501028,97,48,0,-1,0.6689655172413793,0.9395933151245117
420,0.004643550295857988,7,0.9072929331075865,97,32,0,-1,0.751937984496124,0.9286103248596191
421,0.004643550295857988,8,0.9051832776838726,96,23,-1,-1,0.8067226890756303,0.9176273345947266
422,0.004643550295857988,9,0.9014383812737788,96,16,-1,-1,0.8571428571428571,0.906644344329834
423,0.004643550295857988,10,0.8941458814918396,96,13,-1,-1,0.8807339449541285,0.8956613540649414
424,0.0047444970414201185,2,0.8164673420387725,97,203,0,0,0.3233333333333333,0.9830582141876221
425,0.0047444970414201185,3,0.8096297293716146,97,203,0,0,0.3233333333333333,0.972075343132019
426,0.0047444970414201185,4,0.8148921692367561,97,185,0,-1,0.34397163120567376,0.9610922336578369
427,0.0047444970414201185,5,0.8835516915207635,97,82,0,-1,0.5418994413407822,0.9501091241836548
428,0.0047444970414201185,6,0.9068915987997774,97,43,0,-1,0.6928571428571428,0.9391261339187622
429,0.0047444970414201185,7,0.9085905860504323,97,30,0,-1,0.7637795275590551,0.9281432628631592
430,0.0047444970414201185,8,0.9056275428375379,96,22,-1,-1,0.8135593220338984,0.9171600341796875
431,0.0047444970414201185,9,0.9025921518640361,95,14,-1,-1,0.8715596330275229,0.9061771631240845
432,0.0047444970414201185,10,0.8944542329090687,95,12,-1,-1,0.8878504672897196,0.8951940536499023
433,0.004845443786982248,2,0.8161772744826431,97,203,0,0,0.3233333333333333,0.9825910329818726
434,0.004845443786982248,3,0.8093379436767174,97,203,0,0,0.3233333333333333,0.97160804271698
435,0.004845443786982248,4,0.8221848914765532,97,174,0,-1,0.35793357933579334,0.9606250524520874
436,0.004845443786982248,5,0.8921231348912217,97,71,0,-1,0.5773809523809523,0.9496419429779053
437,0.004845443786982248,6,0.9099008173681011,97,39,0,-1,0.7132352941176471,0.9386589527130127
438,0.004845443786982248,7,0.9090386356069192,97,29,0,-1,0.7698412698412699,0.9276759624481201
439,0.004845443786982248,8,0.9052176685624521,96,22,-1,-1,0.8135593220338984,0.9166929721832275
440,0.004845443786982248,9,0.9030324521220988,95,13,-1,-1,0.8796296296296297,0.9057098627090454
441,0.004845443786982248,10,0.8948766008617766,95,11,-1,-1,0.8962264150943396,0.8947268724441528
442,0.0049463905325443785,2,0.8158871372914683,97,203,0,0,0.3233333333333333,0.982123851776123
443,0.0049463905325443785,3,0.8090461621801731,97,203,0,0,0.3233333333333333,0.9711408615112305
444,0.0049463905325443785,4,0.8324568281894902,97,159,0,-1,0.37890625,0.9601577520370483
445,0.0049463905325443785,5,0.8958699494992857,97,66,0,-1,0.5950920245398773,0.9491746425628662
446,0.0049463905325443785,6,0.9112144710638743,97,37,0,-1,0.7238805970149254,0.9381917715072632
447,0.0049463905325443785,7,0.9103402688644826,97,27,0,-1,0.782258064516129,0.927208662033081
448,0.0049463905325443785,8,0.9073733679795414,96,19,-1,-1,0.8347826086956521,0.9162259101867676
449,0.0049463905325443785,9,0.9026144491281342,95,13,-1,-1,0.8796296296296297,0.9052426815032959
450,0.0049463905325443785,10,0.895298928242335,95,10,-1,-1,0.9047619047619048,0.8942596912384033
451,0.005047337278106509,2,0.8155970045003078,97,203,0,0,0.3233333333333333,0.9816567897796631
452,0.005047337278106509,3,0.8087543104304498,97,203,0,0,0.3233333333333333,0.970673680305481
453,0.005047337278106509,4,0.8422564718240672,97,145,0,-1,0.40082644628099173,0.9596905708312988
454,0.005047337278106509,5,0.8996481901598115,97,61,0,-1,0.6139240506329114,0.9487075805664062
455,0.005047337278106509,6,0.913390701617578,97,34,0,-1,0.7404580152671756,0.9377244710922241
456,0.005047337278106509,7,0.9125029362966011,97,24,0,-1,0.8016528925619835,0.9267414808273315
457,0.005047337278106509,8,0.9086777052688283,96,17,-1,-1,0.8495575221238938,0.915758490562439
458,0.005047337278106509,9,0.9039132593124538,95,11,-1,-1,0.8962264150943396,0.9047755002975464
459,0.005047337278106509,10,0.894877250446414,95,10,-1,-1,0.9047619047619048,0.8937922716140747
460,0.005148284023668639,2,0.8153067279815794,97,203,0,0,0.3233333333333333,0.9811896085739136
461,0.005148284023668639,3,0.8084623884021718,97,203,0,0,0.3233333333333333,0.9702064990997314
462,0.005148284023668639,4,0.8493043023366071,97,135,0,-1,0.41810344827586204,0.9592233896255493
463,0.005148284023668639,5,0.903457961738619,97,56,0,-1,0.6339869281045751,0.9482403993606567
464,0.005148284023668639,6,0.9181770397491127,97,28,0,-1,0.776,0.9372572898864746
465,0.005148284023668639,7,0.9120952706361297,97,24,0,-1,0.8016528925619835,0.926274299621582
466,0.005148284023668639,8,0.9081101616188385,95,17,-1,-1,0.8482142857142857,0.9152915477752686
467,0.005148284023668639,9,0.9034936824775635,95,11,-1,-1,0.8962264150943396,0.9043084383010864
468,0.005148284023668639,10,0.8952988046059138,95,9,-1,-1,0.9134615384615384,0.8933252096176147
469,0.005249230769230769,2,0.8150163076568272,97,203,0,0,0.3233333333333333,0.9807223081588745
470,0.005249230769230769,3,0.8081703960699511,97,203,0,0,0.3233333333333333,0.9697393178939819
471,0.005249230769230769,4,0.8602686633604193,97,120,0,-1,0.4470046082949309,0.9587562084197998
472,0.005249230769230769,5,0.9072996596580719,97,51,0,-1,0.6554054054054054,0.9477730989456177
473,0.005249230769230769,6,0.9186426791425523,97,27,0,-1,0.782258064516129,0.9367901086807251
474,0.005249230769230769,7,0.9134045469707528,97,22,0,-1,0.8151260504201681,0.9258071184158325
475,0.005249230769230769,8,0.9085641420377812,95,16,-1,-1,0.8558558558558559,0.9148241281509399
476,0.005249230769230769,9,0.9943265612943324,95,10,-1,-1,0.9047619047619048,0.9038412570953369
477,0.005249230769230769,10,0.8947957591495935,94,9,-1,-1,0.912621359223301,0.8928580284118652
478,0.0053501775147928995,2,0.8147258916745662,97,203,0,0,0.3233333333333333,0.980255126953125
479,0.0053501775147928995,3,0.8105787416678306,97,199,0,-1,0.3277027027027027,0.9692721366882324
480,0.0053501775147928995,4,0.8660723930165293,97,112,0,-1,0.46411483253588515,0.9582889080047607
481,0.0053501775147928995,5,0.9069143141958778,97,51,0,-1,0.6554054054054054,0.9473059177398682
482,0.0053501775147928995,6,0.9191083873674085,97,26,0,-1,0.7886178861788617,0.9363229274749756
483,0.0053501775147928995,7,0.9129951463018722,97,22,0,-1,0.8151260504201681,0.9253398180007935
484,0.0053501775147928995,8,0.9081493910947919,95,16,-1,-1,0.8558558558558559,0.9143569469451904
485,0.0053501775147928995,9,0.9938639338696734,95,10,-1,-1,0.9047619047619048,0.9033740758895874
486,0.0053501775147928995,10,0.8943734473932009,94,9,-1,-1,0.912621359223301,0.8923908472061157
487,0.005451124260355029,2,0.8144354059317472,97,203,0,0,0.3233333333333333,0.9797879457473755
488,0.005451124260355029,3,0.8102845777288233,97,199,0,-1,0.3277027027027027,0.9688048362731934
489,0.005451124260355029,4,0.8711716857282328,97,105,0,-1,0.4801980198019802,0.9578218460083008
490,0.005451124260355029,5,0.9073769196577911,97,50,0,-1,0.6598639455782312,0.9468387365341187
491,0.005451124260355029,6,0.9187032192431261,97,26,0,-1,0.7886178861788617,0.9358557462692261
492,0.005451124260355029,7,0.9132570549190377,96,21,-1,-1,0.8205128205128205,0.924872636795044
493,0.005451124260355029,8,0.907734595177215,95,16,-1,-1,0.8558558558558559,0.9138897657394409
494,0.005451124260355029,9,0.9934010225277101,95,10,-1,-1,0.9047619047619048,0.9029066562652588
495,0.005451124260355029,10,0.894802167600894,94,8,-1,-1,0.9215686274509803,0.8919237852096558
496,0.0055520710059171596,2,0.814144776254102,97,203,0,0,0.3233333333333333,0.9793206453323364
497,0.0055520710059171596,3,0.811345508491413,97,197,0,-1,0.3299319727891156,0.9683377742767334
498,0.0055520710059171596,4,0.8819081692011285,97,91,0,-1,0.5159574468085106,0.9573546648025513
499,0.0055520710059171596,5,0.910395681584404,97,46,0,-1,0.6783216783216783,0.9463714361190796
500,0.0055520710059171596,6,0.9191681795629932,97,25,0,-1,0.7950819672131147,0.9353885650634766
501,0.0055520710059171596,7,0.9145862868601325,96,19,-1,-1,0.8347826086956521,0.9244053363800049
502,0.0055520710059171596,8,0.9073195425587229,95,16,-1,-1,0.8558558558558559,0.9134223461151123
503,0.0055520710059171596,9,0.9929384175768845,95,10,-1,-1,0.9047619047619048,0.9024395942687988
504,0.0055520710059171596,10,0.8943786408299867,94,8,-1,-1,0.9215686274509803,0.8914562463760376
505,0.00565301775147929,2,0.8138542250638683,97,203,0,0,0.3233333333333333,0.9788535833358765
506,0.00565301775147929,3,0.8151396157866302,97,191,0,-1,0.3368055555555556,0.9678704738616943
507,0.00565301775147929,4,0.8929121412815544,97,77,0,-1,0.5574712643678161,0.9568873643875122
508,0.00565301775147929,5,0.9134344100276741,97,42,0,-1,0.697841726618705,0.9459043741226196
509,0.00565301775147929,6,0.9194151822575424,96,24,-1,-1,0.8,0.9349212646484375
510,0.00565301775147929,7,0.9159192926598058,96,17,-1,-1,0.8495575221238938,0.9239383935928345
511,0.00565301775147929,8,0.9086396037476305,95,14,-1,-1,0.8715596330275229,0.9129552841186523
512,0.00565301775147929,9,0.9934191341257161,95,9,-1,-1,0.9134615384615384,0.9019724130630493
513,0.00565301775147929,10,0.8948065868866989,94,7,-1,-1,0.9306930693069307,0.8909893035888672
514,0.00575396449704142,2,0.8135634557037256,97,203,0,0,0.3233333333333333,0.9783862829208374
515,0.00575396449704142,3,0.8210487906155657,97,182,0,-1,0.34767025089605735,0.9674032926559448
516,0.00575396449704142,4,0.8975010085012624,97,71,0,-1,0.5773809523809523,0.9564201831817627
517,0.00575396449704142,5,0.9147642922552971,97,40,0,-1,0.708029197080292,0.9454370737075806
518,0.00575396449704142,6,0.9207714372964074,96,22,-1,-1,0.8135593220338984,0.934454083442688
519,0.00575396449704142,7,0.916379876093886,96,16,-1,-1,0.8571428571428571,0.9234710931777954
520,0.00575396449704142,8,0.9082230842333288,95,14,-1,-1,0.8715596330275229,0.9124881029129028
521,0.00575396449704142,9,0.99295519868578,95,9,-1,-1,0.9134615384615384,0.9015049934387207
522,0.00575396449704142,10,0.8943826001279407,94,7,-1,-1,0.9306930693069307,0.8905222415924072
523,0.00585491124260355,2,0.8132726906493373,97,203,0,0,0.3233333333333333,0.9779191017150879
524,0.00585491124260355,3,0.8263393347124026,97,174,0,-1,0.35793357933579334,0.9669359922409058
525,0.00585491124260355,4,0.9012986781810051,97,66,0,-1,0.5950920245398773,0.9559530019760132
526,0.00585491124260355,5,0.9160977630036314,97,38,0,-1,0.7185185185185186,0.944969892501831
527,0.00585491124260355,6,0.920363278317785,96,22,-1,-1,0.8135593220338984,0.933987021446228
528,0.00585491124260355,7,0.9159657175283367,96,16,-1,-1,0.8571428571428571,0.9230037927627563
529,0.00585491124260355,8,0.9078064139729581,95,14,-1,-1,0.8715596330275229,0.9120208024978638
530,0.00585491124260355,9,0.9924914523796473,95,9,-1,-1,0.9134615384615384,0.9010378122329712
531,0.00585491124260355,10,0.8939581377017043,94,7,-1,-1,0.9306930693069307,0.8900547027587891
532,0.0059558579881656805,2,0.8129818557085703,97,203,0,0,0.3233333333333333,0.9774519205093384
533,0.0059558579881656805,3,0.833843144070723,97,163,0,-1,0.3730769230769231,0.9664688110351562
534,0.0059558579881656805,4,0.9051281585062351,97,61,0,-1,0.6139240506329114,0.9554857015609741
535,0.0059558579881656805,5,0.9183033761404444,97,35,0,-1,0.7348484848484849,0.9445028305053711
536,0.0059558579881656805,6,0.9217214108025062,96,20,-1,-1,0.8275862068965517,0.933519721031189
537,0.0059558579881656805,7,0.9164257204334029,96,15,-1,-1,0.8648648648648649,0.9225367307662964
538,0.0059558579881656805,8,0.9082573249541388,95,13,-1,-1,0.8796296296296297,0.9115536212921143
539,0.0059558579881656805,9,0.9929704125494141,95,8,-1,-1,0.9223300970873787,0.9005707502365112
540,0.0059558579881656805,10,0.8935340654096315,94,7,-1,-1,0.9306930693069307,0.8895876407623291
541,0.00605680473372781,2,0.8126909508562252,97,203,0,0,0.3233333333333333,0.9769847393035889
542,0.00605680473372781,3,0.8429467035785029,97,150,0,-1,0.39271255060728744,0.9660016298294067
543,0.00605680473372781,4,0.9047509164459198,97,61,0,-1,0.6139240506329114,0.9550186395645142
544,0.00605680473372781,5,0.9187752219421925,97,34,0,-1,0.7404580152671756,0.944035530090332
545,0.00605680473372781,6,0.921311485772107,96,20,-1,-1,0.8275862068965517,0.9330525398254395
546,0.00605680473372781,7,0.9160107870440598,96,15,-1,-1,0.8648648648648649,0.9220695495605469
547,0.00605680473372781,8,0.907839981703166,95,13,-1,-1,0.8796296296296297,0.9110865592956543
548,0.00605680473372781,9,0.9925055709480358,95,8,-1,-1,0.9223300970873787,0.9001034498214722
549,0.00605680473372781,10,0.8930461931419958,93,7,-1,-1,0.93,0.8891206979751587
550,0.006157751479289941,2,0.812399976067091,97,203,0,0,0.3233333333333333,0.9765175580978394
551,0.006157751479289941,3,0.8522509185679278,97,137,0,-1,0.41452991452991456,0.9655344486236572
552,0.006157751479289941,4,0.9094610090620012,97,55,0,-1,0.6381578947368421,0.9545513391494751
553,0.006157751479289941,5,0.9192471580953943,97,33,0,-1,0.7461538461538462,0.943568229675293
554,0.006157751479289941,6,0.9217857586877577,96,19,-1,-1,0.8347826086956521,0.9325853586196899
555,0.006157751479289941,7,0.916469782177679,96,14,-1,-1,0.8727272727272727,0.9216022491455078
556,0.006157751479289941,8,0.9082900696827771,95,12,-1,-1,0.8878504672897196,0.9106193780899048
557,0.006157751479289941,9,0.9018553812073653,95,8,-1,-1,0.9223300970873787,0.8996363878250122
558,0.006157751479289941,10,0.8926216629960254,93,7,-1,-1,0.93,0.8886531591415405
559,0.006258698224852071,2,0.8121088570419586,97,203,0,0,0.3233333333333333,0.9760502576828003
560,0.006258698224852071,3,0.8602340070848602,97,126,0,-1,0.4349775784753363,0.9650672674179077
561,0.006258698224852071,4,0.910786571266155,97,53,0,-1,0.6466666666666666,0.9540842771530151
562,0.006258698224852071,5,0.9223429857340759,97,29,0,-1,0.7698412698412699,0.943101167678833
563,0.006258698224852071,6,0.9222601081594838,96,18,-1,-1,0.8421052631578947,0.9321181774139404
564,0.006258698224852071,7,0.916054073201197,96,14,-1,-1,0.8727272727272727,0.9211351871490479
565,0.006258698224852071,8,0.9078717329276524,95,12,-1,-1,0.8878504672897196,0.9101521968841553
566,0.006258698224852071,9,0.9014327120964413,95,8,-1,-1,0.9223300970873787,0.8991690874099731
567,0.006258698224852071,10,0.8921975230111653,93,7,-1,-1,0.93,0.8881860971450806
568,0.006359644970414201,2,0.8118177422857018,97,203,0,0,0.3233333333333333,0.9755830764770508
569,0.006359644970414201,3,0.8660418308342426,97,118,0,-1,0.4511627906976744,0.9646000862121582
570,0.006359644970414201,4,0.9155592228451269,97,47,0,-1,0.6736111111111112,0.9536170959472656
571,0.006359644970414201,5,0.922817900702115,97,28,0,-1,0.776,0.9426339864730835
572,0.006359644970414201,6,0.9218483640308766,96,18,-1,-1,0.8421052631578947,0.9316508769989014
