iteration,para_a,para_b,f_beta,TP,FP,FN,TN,precision,recall
860,0.009589940828402366,6,1.0079201407734073,94,9,-1,-1,0.912621359223301,0.9167006015777588
861,0.009589940828402366,7,0.9988975033511399,93,7,-1,-1,0.93,0.9057176113128662
862,0.009589940828402366,8,0.8981401316863015,93,7,-1,-1,0.93,0.8947343826293945
863,0.009589940828402366,9,0.888103799732526,92,7,-1,-1,0.9292929292929293,0.8837515115737915
864,0.009589940828402366,10,0.878109747436735,92,7,-1,-1,0.9292929292929293,0.8727686405181885
865,0.009690887573964496,2,0.9175021301153053,97,51,0,-1,0.6554054054054054,0.9601655006408691
866,0.009690887573964496,3,0.9374346291872657,97,18,0,-1,0.8434782608695652,0.9491825103759766
867,0.009690887573964496,4,0.9331356052609194,97,12,0,-1,0.8899082568807339,0.9381992816925049
868,0.009690887573964496,5,1.0184045416726704,95,9,-1,-1,0.9134615384615384,0.9272164106369019
869,0.009690887573964496,6,1.0084405756096007,94,8,-1,-1,0.9215686274509803,0.9162334203720093
870,0.009690887573964496,7,0.998432545814168,93,7,-1,-1,0.93,0.9052504301071167
871,0.009690887573964496,8,0.8977167645653089,93,7,-1,-1,0.93,0.8942675590515137
872,0.009690887573964496,9,0.8876791636144101,92,7,-1,-1,0.9292929292929293,0.883284330368042
873,0.009690887573964496,10,0.8776839922192117,92,7,-1,-1,0.9292929292929293,0.8723013401031494
874,0.009791834319526627,2,0.9171181759152117,97,51,0,-1,0.6554054054054054,0.9596983194351196
875,0.009791834319526627,3,0.937930532500359,97,17,0,-1,0.8508771929824561,0.948715329170227
876,0.009791834319526627,4,0.9327197530242455,97,12,0,-1,0.8899082568807339,0.9377322196960449
877,0.009791834319526627,5,1.0179432808053852,95,9,-1,-1,0.9134615384615384,0.9267491102218628
878,0.009791834319526627,6,1.0079773885779904,94,8,-1,-1,0.9215686274509803,0.9157661199569702
879,0.009791834319526627,7,0.9979675414363336,93,7,-1,-1,0.93,0.9047832489013672
880,0.009791834319526627,8,0.8972925978760639,93,7,-1,-1,0.93,0.893799901008606
881,0.009791834319526627,9,0.8872543762168272,92,7,-1,-1,0.9292929292929293,0.8828170299530029
882,0.009791834319526627,10,0.877258193916587,92,7,-1,-1,0.9292929292929293,0.8718340396881104
883,0.009892781065088757,2,0.9167341694026857,97,51,0,-1,0.6554054054054054,0.9592311382293701
884,0.009892781065088757,3,0.9375195522435956,97,17,0,-1,0.8508771929824561,0.9482481479644775
885,0.009892781065088757,4,0.9323037512116873,97,12,0,-1,0.8899082568807339,0.9372650384902954
886,0.009892781065088757,5,1.017482208183947,95,9,-1,-1,0.9134615384615384,0.9262820482254028
887,0.009892781065088757,6,1.0075142727186324,94,8,-1,-1,0.9215686274509803,0.9152989387512207
888,0.009892781065088757,7,0.9975024902105581,93,7,-1,-1,0.93,0.9043160676956177
889,0.009892781065088757,8,0.8968689290558767,93,7,-1,-1,0.93,0.893332839012146
890,0.009892781065088757,9,0.8868297626420938,92,7,-1,-1,0.9292929292929293,0.882349967956543
891,0.009892781065088757,10,0.8768325697993259,92,7,-1,-1,0.9292929292929293,0.8713669776916504
892,0.009993727810650888,2,0.918954395670492,97,48,0,-1,0.6689655172413793,0.958763837814331
893,0.009993727810650888,3,0.9380146301183359,97,16,0,-1,0.8584070796460177,0.9477808475494385
894,0.009993727810650888,4,0.9327837333856772,97,11,0,-1,0.8981481481481481,0.9367977380752563
895,0.009993727810650888,5,1.0180114902072346,95,8,-1,-1,0.9223300970873787,0.9258146286010742
896,0.009993727810650888,6,1.0080327522053865,94,7,-1,-1,0.9306930693069307,0.9148316383361816
897,0.009993727810650888,7,0.9970371547623095,93,7,-1,-1,0.93,0.9038486480712891
898,0.009993727810650888,8,0.8964450012097132,93,7,-1,-1,0.93,0.8928655385971069
899,0.009993727810650888,9,0.8864048893833707,92,7,-1,-1,0.9292929292929293,0.8818826675415039
900,0.009993727810650888,10,0.8764065766793692,92,7,-1,-1,0.9292929292929293,0.8708995580673218
901,0.010094674556213018,2,0.9194387862302648,97,47,0,-1,0.6736111111111112,0.9582966566085815
902,0.010094674556213018,3,0.9376027653594172,97,16,0,-1,0.8584070796460177,0.947313666343689
903,0.010094674556213018,4,0.9323669505836564,97,11,0,-1,0.8981481481481481,0.9363306760787964
904,0.010094674556213018,5,1.0175494246227377,95,8,-1,-1,0.9223300970873787,0.9253475666046143
905,0.010094674556213018,6,1.007494981315279,93,7,-1,-1,0.93,0.9143646955490112
906,0.010094674556213018,7,0.9965720097954932,93,7,-1,-1,0.93,0.9033814668655396
907,0.010094674556213018,8,0.8960211387493187,93,7,-1,-1,0.93,0.8923983573913574
908,0.010094674556213018,9,0.8859800815758273,92,7,-1,-1,0.9292929292929293,0.8814154863357544
909,0.010094674556213018,10,0.8759810837351467,92,7,-1,-1,0.9292929292929293,0.8704327344894409
910,0.010195621301775147,2,0.919051803460838,97,47,0,-1,0.6736111111111112,0.9578295946121216
911,0.010195621301775147,3,0.9380972233814909,97,15,0,-1,0.8660714285714286,0.9468464851379395
912,0.010195621301775147,4,0.9319499118292812,97,11,0,-1,0.8981481481481481,0.9358633756637573
913,0.010195621301775147,5,1.0180042228890045,94,7,-1,-1,0.9306930693069307,0.9248803853988647
914,0.010195621301775147,6,1.0070307710553517,93,7,-1,-1,0.93,0.9138973951339722
915,0.010195621301775147,7,0.996106817959488,93,7,-1,-1,0.93,0.90291428565979
916,0.010195621301775147,8,0.8955972335288194,93,7,-1,-1,0.93,0.8919311761856079
917,0.010195621301775147,9,0.8855551224189699,92,7,-1,-1,0.9292929292929293,0.8809481859207153
918,0.010195621301775147,10,0.8755551130816912,92,7,-1,-1,0.9292929292929293,0.8699654340744019
919,0.010296568047337277,2,0.9195354423716331,97,46,0,-1,0.6783216783216783,0.9573622941970825
920,0.010296568047337277,3,0.9395009814358557,97,13,0,-1,0.8818181818181818,0.9463794231414795
921,0.010296568047337277,4,1.0266581182412304,97,9,0,-1,0.9150943396226415,0.9353961944580078
922,0.010296568047337277,5,1.0175411119677704,94,7,-1,-1,0.9306930693069307,0.9244132041931152
923,0.010296568047337277,6,1.0065666325003482,93,7,-1,-1,0.93,0.9134302139282227
924,0.010296568047337277,7,0.9956416979668182,93,7,-1,-1,0.93,0.9024472236633301
925,0.010296568047337277,8,0.8951732855417437,93,7,-1,-1,0.93,0.8914639949798584
926,0.010296568047337277,9,0.8851303371465684,92,7,-1,-1,0.9292929292929293,0.8804811239242554
927,0.010296568047337277,10,0.875128881945456,92,7,-1,-1,0.9292929292929293,0.8694978952407837
928,0.010397514792899408,2,0.9200193105797201,97,45,0,-1,0.6830985915492958,0.956895112991333
929,0.010397514792899408,3,0.9390864805889072,97,13,0,-1,0.8818181818181818,0.9459121227264404
930,0.010397514792899408,4,1.0261976307845704,97,9,0,-1,0.9150943396226415,0.9349290132522583
931,0.010397514792899408,5,1.0170778363306314,94,7,-1,-1,0.9306930693069307,0.9239459037780762
932,0.010397514792899408,6,1.00610244722819,93,7,-1,-1,0.93,0.9129630327224731
933,0.010397514792899408,7,0.9951762936515717,93,7,-1,-1,0.93,0.901979923248291
934,0.010397514792899408,8,0.8947494029755835,93,7,-1,-1,0.93,0.8909969329833984
935,0.010397514792899408,9,0.8847050752057888,92,7,-1,-1,0.9292929292929293,0.8800135850906372
936,0.010397514792899408,10,0.8747031511082904,92,7,-1,-1,0.9292929292929293,0.8690309524536133
937,0.010498461538461538,2,0.9196306042222142,97,45,0,-1,0.6830985915492958,0.9564279317855835
938,0.010498461538461538,3,0.93854894574506,96,13,-1,-1,0.8807339449541285,0.9454448223114014
939,0.010498461538461538,4,1.0255501786592391,95,9,-1,-1,0.9134615384615384,0.9344617128372192
940,0.010498461538461538,5,1.0165394050958811,93,7,-1,-1,0.93,0.9234787225723267
941,0.010498461538461538,6,1.0056380967691119,93,7,-1,-1,0.93,0.9124957323074341
942,0.010498461538461538,7,0.9947109611654874,93,7,-1,-1,0.93,0.9015127420425415
943,0.010498461538461538,8,0.8943251530370911,93,7,-1,-1,0.93,0.8905295133590698
944,0.010498461538461538,9,0.8842803124753685,92,7,-1,-1,0.9292929292929293,0.8795466423034668
945,0.010498461538461538,10,0.8742770510927703,92,7,-1,-1,0.9292929292929293,0.8685636520385742
946,0.010599408284023669,2,0.9201137134492117,97,44,0,-1,0.6879432624113475,0.9559606313705444
947,0.010599408284023669,3,0.9381345720109717,96,13,-1,-1,0.8807339449541285,0.9449776411056519
948,0.010599408284023669,4,1.025089765048293,95,9,-1,-1,0.9134615384615384,0.9339945316314697
949,0.010599408284023669,5,1.01607622310039,93,7,-1,-1,0.93,0.9230115413665771
950,0.010599408284023669,6,1.0051738180295566,93,7,-1,-1,0.93,0.9120285511016846
951,0.010599408284023669,7,0.9942457005373744,93,7,-1,-1,0.93,0.9010456800460815
952,0.010599408284023669,8,0.893901293132131,93,7,-1,-1,0.93,0.8900625705718994
953,0.010599408284023669,9,0.883855506826851,92,7,-1,-1,0.9292929292929293,0.8790796995162964
954,0.010599408284023669,10,0.8738510166552872,92,7,-1,-1,0.9292929292929293,0.8680964708328247
955,0.010700355029585799,2,0.9197241669975948,97,44,0,-1,0.6879432624113475,0.9554934501647949
956,0.010700355029585799,3,0.9377201546324039,96,13,-1,-1,0.8807339449541285,0.9445104598999023
957,0.010700355029585799,4,1.0246294219461478,95,9,-1,-1,0.9134615384615384,0.9335274696350098
958,0.010700355029585799,5,1.0156129945320949,93,7,-1,-1,0.93,0.9225443601608276
959,0.010700355029585799,6,1.0047094925516795,93,7,-1,-1,0.93,0.9115613698959351
960,0.010700355029585799,7,0.9937802742610994,93,7,-1,-1,0.93,0.900578498840332
961,0.010700355029585799,8,0.8934770657982172,93,7,-1,-1,0.93,0.8895952701568604
962,0.010700355029585799,9,0.8834302243808085,92,7,-1,-1,0.9292929292929293,0.8786122798919678
963,0.010700355029585799,10,0.8734250478223027,92,7,-1,-1,0.9292929292929293,0.8676294088363647
964,0.010801301775147928,2,0.9193345696152053,97,44,0,-1,0.6879432624113475,0.9550262689590454
965,0.010801301775147928,3,0.9382217358679716,96,12,-1,-1,0.8888888888888888,0.9440432786941528
966,0.010801301775147928,4,1.0241689143567885,95,9,-1,-1,0.9134615384615384,0.9330602884292603
967,0.010801301775147928,5,1.0151496011654342,93,7,-1,-1,0.93,0.9220770597457886
968,0.010801301775147928,6,1.0042450018299272,93,7,-1,-1,0.93,0.911094069480896
969,0.010801301775147928,7,0.9933145635142131,93,7,-1,-1,0.93,0.9001110792160034
970,0.010801301775147928,8,0.8930530121187925,93,7,-1,-1,0.93,0.8891282081604004
971,0.010801301775147928,9,0.8830051158743362,92,7,-1,-1,0.9292929292929293,0.8781450986862183
972,0.010801301775147928,10,0.8729986009327958,92,7,-1,-1,0.9292929292929293,0.8671618700027466
973,0.010902248520710058,2,0.9198163239099706,97,43,0,-1,0.6928571428571428,0.9545590877532959
974,0.010902248520710058,3,0.9378064207606173,96,12,-1,-1,0.8888888888888888,0.9435760974884033
975,0.010902248520710058,4,1.0237082422370387,95,9,-1,-1,0.9134615384615384,0.9325929880142212
976,0.010902248520710058,5,1.0146863976489926,93,7,-1,-1,0.93,0.9216099977493286
977,0.010902248520710058,6,1.0037805828423,93,7,-1,-1,0.93,0.9106268882751465
978,0.010902248520710058,7,0.9025900394395178,93,7,-1,-1,0.93,0.8996438980102539
979,0.010902248520710058,8,0.8926286991586578,93,7,-1,-1,0.93,0.8886609077453613
980,0.010902248520710058,9,0.8825798558962061,92,7,-1,-1,0.9292929292929293,0.8776777982711792
981,0.010902248520710058,10,0.8725724370876783,92,7,-1,-1,0.9292929292929293,0.8666946887969971
982,0.011003195266272189,2,0.9194258853668745,97,43,0,-1,0.6928571428571428,0.9540919065475464
983,0.011003195266272189,3,0.9373909562703963,96,12,-1,-1,0.8888888888888888,0.9431087970733643
984,0.011003195266272189,4,1.0242506885077225,95,8,-1,-1,0.9223300970873787,0.9321259260177612
985,0.011003195266272189,5,1.0142230293201324,93,7,-1,-1,0.93,0.9211428165435791
986,0.011003195266272189,6,1.00331623561753,93,7,-1,-1,0.93,0.9101598262786865
987,0.011003195266272189,7,0.9021667966607461,93,7,-1,-1,0.93,0.8991767168045044
988,0.011003195266272189,8,0.8921393301332227,92,7,-1,-1,0.9292929292929293,0.8881937265396118
989,0.011003195266272189,9,0.882089708067319,91,7,-1,-1,0.9285714285714286,0.8772107362747192
990,0.011003195266272189,10,0.8720828536431282,91,7,-1,-1,0.9285714285714286,0.8662277460098267
991,0.011104142011834319,2,0.9190353960804349,97,43,0,-1,0.6928571428571428,0.9536247253417969
992,0.011104142011834319,3,0.9369756603646362,96,12,-1,-1,0.8888888888888888,0.9426417350769043
993,0.011104142011834319,4,1.0237890188569116,95,8,-1,-1,0.9223300970873787,0.9316586256027222
994,0.011104142011834319,5,1.0137594961361533,93,7,-1,-1,0.93,0.92067551612854
995,0.011104142011834319,6,1.0028517231157714,93,7,-1,-1,0.93,0.909692645072937
996,0.011104142011834319,7,0.9017432951876473,93,7,-1,-1,0.93,0.8987092971801758
997,0.011104142011834319,8,0.8917149934462412,92,7,-1,-1,0.9292929292929293,0.8877264261245728
998,0.011104142011834319,9,0.8816644248086392,91,7,-1,-1,0.9285714285714286,0.8767434358596802
999,0.011104142011834319,10,0.8716564481648358,91,7,-1,-1,0.9285714285714286,0.865760326385498
1000,0.01120508875739645,2,0.9195156893996413,97,42,0,-1,0.697841726618705,0.9531575441360474
1001,0.01120508875739645,3,0.9365601090488801,96,12,-1,-1,0.8888888888888888,0.9421744346618652
1002,0.01120508875739645,4,1.0233274202605827,95,8,-1,-1,0.9223300970873787,0.9311914443969727
1003,0.01120508875739645,5,1.0132961528526476,93,7,-1,-1,0.93,0.9202084541320801
1004,0.01120508875739645,6,1.0023870452941581,93,7,-1,-1,0.93,0.909225344657898
1005,0.01120508875739645,7,0.9013201830976556,93,7,-1,-1,0.93,0.8982423543930054
1006,0.01120508875739645,8,0.8912907221548689,92,7,-1,-1,0.9292929292929293,0.8872592449188232
1007,0.01120508875739645,9,0.8812394240243436,91,7,-1,-1,0.9285714285714286,0.8762764930725098
1008,0.01120508875739645,10,0.8712304345264088,91,7,-1,-1,0.9285714285714286,0.8652933835983276
1009,0.01130603550295858,2,0.9208694992960631,97,40,0,-1,0.708029197080292,0.9526903629302979
1010,0.01130603550295858,3,0.9361446203236765,96,12,-1,-1,0.8888888888888888,0.9417072534561157
1011,0.01130603550295858,4,1.0238678382417599,95,7,-1,-1,0.9313725490196079,0.9307241439819336
1012,0.01130603550295858,5,1.0128326446999616,93,7,-1,-1,0.93,0.9197412729263306
1013,0.01130603550295858,6,1.001922320667975,93,7,-1,-1,0.93,0.9087580442428589
1014,0.01130603550295858,7,0.9008967042646714,93,7,-1,-1,0.93,0.8977750539779663
1015,0.01130603550295858,8,0.890866408008925,92,7,-1,-1,0.9292929292929293,0.8867920637130737
1016,0.01130603550295858,9,0.8808139461801978,91,7,-1,-1,0.9285714285714286,0.8758090734481812
1017,0.01130603550295858,10,0.8708039426398134,91,7,-1,-1,0.9285714285714286,0.864825963973999
1018,0.011406982248520709,2,0.9204765296403509,97,40,0,-1,0.708029197080292,0.9522230625152588
1019,0.011406982248520709,3,0.93572908817977,96,12,-1,-1,0.8888888888888888,0.9412400722503662
1020,0.011406982248520709,4,1.023405359282932,95,7,-1,-1,0.9313725490196079,0.9302570819854736
1021,0.011406982248520709,5,1.0123689716353752,93,7,-1,-1,0.93,0.9192739725112915
1022,0.011406982248520709,6,1.001457786370372,93,7,-1,-1,0.93,0.9082909822463989
1023,0.011406982248520709,7,0.9004733988174828,93,7,-1,-1,0.93,0.8973079919815063
1024,0.011406982248520709,8,0.8904420510019162,92,7,-1,-1,0.9292929292929293,0.8863248825073242
1025,0.011406982248520709,9,0.8803886423122342,91,7,-1,-1,0.9285714285714286,0.8753418922424316
1026,0.011406982248520709,10,0.87037773388038,91,7,-1,-1,0.9285714285714286,0.8643589019775391
1027,0.01150792899408284,2,0.9209571746433938,97,39,0,-1,0.7132352941176471,0.9517558813095093
1028,0.01150792899408284,3,0.9353135126103541,96,12,-1,-1,0.8888888888888888,0.9407728910446167
1029,0.01150792899408284,4,1.022942715874387,95,7,-1,-1,0.9313725490196079,0.9297899007797241
1030,0.01150792899408284,5,1.0119053702197427,93,7,-1,-1,0.93,0.918806791305542
1031,0.01150792899408284,6,1.0009930867197716,93,7,-1,-1,0.93,0.9078238010406494
1032,0.01150792899408284,7,0.9000499426423534,93,7,-1,-1,0.93,0.8968408107757568
1033,0.01150792899408284,8,0.8900176511273482,92,7,-1,-1,0.9292929292929293,0.8858577013015747
1034,0.01150792899408284,9,0.8799632953997308,91,7,-1,-1,0.9285714285714286,0.8748747110366821
1035,0.01150792899408284,10,0.8699513731457084,91,7,-1,-1,0.9285714285714286,0.8638917207717896
1036,0.01160887573964497,2,0.9214379349650169,97,38,0,-1,0.7185185185185186,0.9512887001037598
1037,0.01160887573964497,3,0.9348978936086212,96,12,-1,-1,0.8888888888888888,0.9403057098388672
1038,0.01160887573964497,4,1.0224799079736038,95,7,-1,-1,0.9313725490196079,0.9293226003646851
1039,0.01160887573964497,5,1.0114417221680319,93,7,-1,-1,0.93,0.9183396100997925
1040,0.01160887573964497,6,1.000528221673281,93,7,-1,-1,0.93,0.9073565006256104
1041,0.01160887573964497,7,0.8996263357001422,93,7,-1,-1,0.93,0.8963735103607178
1042,0.01160887573964497,8,0.8895932083787247,92,7,-1,-1,0.9292929292929293,0.8853905200958252
1043,0.01160887573964497,9,0.87953779688512,91,7,-1,-1,0.9285714285714286,0.8744074106216431
1044,0.01160887573964497,10,0.8695249692059466,91,7,-1,-1,0.9285714285714286,0.86342453956604
1045,0.0117098224852071,2,0.9210434206874529,97,38,0,-1,0.7185185185185186,0.9508215188980103
1046,0.0117098224852071,3,0.9353927602444408,96,11,-1,-1,0.897196261682243,0.9398385286331177
1047,0.0117098224852071,4,1.0219427433052348,94,7,-1,-1,0.9306930693069307,0.9288554191589355
1048,0.0117098224852071,5,1.010977909147605,93,7,-1,-1,0.93,0.9178723096847534
1049,0.0117098224852071,6,1.0000635470058103,93,7,-1,-1,0.93,0.9068894386291504
1050,0.0117098224852071,7,0.8992026860310361,93,7,-1,-1,0.93,0.8959062099456787
1051,0.0117098224852071,8,0.8891686144292942,92,7,-1,-1,0.9292929292929293,0.8849232196807861
1052,0.0117098224852071,9,0.8791124724149633,91,7,-1,-1,0.9285714285714286,0.8739403486251831
1053,0.0117098224852071,10,0.8690984132337144,91,7,-1,-1,0.9285714285714286,0.862957239151001
1054,0.01181076923076923,2,0.9206488567107831,97,38,0,-1,0.7185185185185186,0.9503543376922607
1055,0.01181076923076923,3,0.9349762440429393,96,11,-1,-1,0.897196261682243,0.9393713474273682
1056,0.01181076923076923,4,1.021480027981236,94,7,-1,-1,0.9306930693069307,0.928388237953186
1057,0.01181076923076923,5,1.0105141677907183,93,7,-1,-1,0.93,0.9174051284790039
1058,0.01181076923076923,6,0.9995987069283063,93,7,-1,-1,0.93,0.9064222574234009
1059,0.01181076923076923,7,0.898779101718817,93,7,-1,-1,0.93,0.8954390287399292
1060,0.01181076923076923,8,0.8887440859021231,92,7,-1,-1,0.9292929292929293,0.8844560384750366
1061,0.01181076923076923,9,0.8786867791836024,91,7,-1,-1,0.9285714285714286,0.8734729290008545
1062,0.01181076923076923,10,0.8686719228530398,91,7,-1,-1,0.9285714285714286,0.8624900579452515
1063,0.011911715976331361,2,0.921128131759246,97,37,0,-1,0.7238805970149254,0.9498871564865112
1064,0.011911715976331361,3,0.934559684665122,96,11,-1,-1,0.897196261682243,0.9389041662216187
1065,0.011911715976331361,4,1.0210172661894346,94,7,-1,-1,0.9306930693069307,0.9279210567474365
1066,0.011911715976331361,5,1.0100504981260452,93,7,-1,-1,0.93,0.916938066482544
1067,0.011911715976331361,6,0.9991337013978547,93,7,-1,-1,0.93,0.9059549570083618
1068,0.011911715976331361,7,0.8983555827897217,93,7,-1,-1,0.93,0.8949719667434692
1069,0.011911715976331361,8,0.888319406139252,92,7,-1,-1,0.9292929292929293,0.8839887380599976
1070,0.011911715976331361,9,0.8782613685895976,91,7,-1,-1,0.9285714285714286,0.8730058670043945
1071,0.011911715976331361,10,0.8681152064534763,89,7,-1,-1,0.9270833333333334,0.8620229959487915
1072,0.01201266272189349,2,0.9233621094445479,97,34,0,-1,0.7404580152671756,0.9494199752807617
1073,0.01201266272189349,3,1.028558245074263,96,10,-1,-1,0.9056603773584906,0.9384369850158691
1074,0.01201266272189349,4,1.0205544579228312,94,7,-1,-1,0.9306930693069307,0.927453875541687
1075,0.01201266272189349,5,1.0095864267369914,93,7,-1,-1,0.93,0.9164706468582153
1076,0.01201266272189349,6,0.9986687676550984,93,7,-1,-1,0.93,0.9054877758026123
1077,0.01201266272189349,7,0.8979316968218038,93,7,-1,-1,0.93,0.8945045471191406
1078,0.01201266272189349,8,0.8878950085137136,92,7,-1,-1,0.9292929292929293,0.8835217952728271
1079,0.01201266272189349,9,0.8778359149403434,91,7,-1,-1,0.9285714285714286,0.8725388050079346
1080,0.01201266272189349,10,0.867688648792273,89,7,-1,-1,0.9270833333333334,0.8615556955337524
1081,0.01211360946745562,2,0.9229643853596791,97,34,0,-1,0.7404580152671756,0.9489527940750122
1082,0.01211360946745562,3,1.0279935737465504,95,10,-1,-1,0.9047619047619048,0.9379696846008301
1083,0.01211360946745562,4,1.0200916031744236,94,7,-1,-1,0.9306930693069307,0.9269866943359375
1084,0.01211360946745562,5,1.0091227821219375,93,7,-1,-1,0.93,0.9160037040710449
1085,0.01211360946745562,6,0.9982036684213356,93,7,-1,-1,0.93,0.9050204753875732
1086,0.01211360946745562,7,0.8975080924481841,93,7,-1,-1,0.93,0.8940374851226807
1087,0.01211360946745562,8,0.8874702429332881,92,7,-1,-1,0.9292929292929293,0.8830544948577881
1088,0.01211360946745562,9,0.8774102010173306,91,7,-1,-1,0.9285714285714286,0.8720715045928955
1089,0.01211360946745562,10,0.867262047821114,89,7,-1,-1,0.9270833333333334,0.8610883951187134
1090,0.01221455621301775,2,0.92608972483536,97,30,0,-1,0.7637795275590551,0.9484854936599731
1091,0.01221455621301775,3,1.0275344172573198,95,10,-1,-1,0.9047619047619048,0.9375025033950806
1092,0.01221455621301775,4,1.0196287019372097,94,7,-1,-1,0.9306930693069307,0.926519513130188
1093,0.01221455621301775,5,1.0086587357207797,93,7,-1,-1,0.93,0.9155364036560059
1094,0.01221455621301775,6,0.997738640985014,93,7,-1,-1,0.93,0.9045532941818237
1095,0.01221455621301775,7,0.89708444535896,93,7,-1,-1,0.93,0.8935704231262207
1096,0.01221455621301775,8,0.8870455427928944,92,7,-1,-1,0.9292929292929293,0.8825873136520386
1097,0.01221455621301775,9,0.8769845525989965,91,7,-1,-1,0.9285714285714286,0.871604323387146
1098,0.01221455621301775,10,0.8667682505987253,88,7,-1,-1,0.9263157894736842,0.8606210947036743
1099,0.012315502958579881,2,0.9265731052249816,97,29,0,-1,0.7698412698412699,0.9480183124542236
1100,0.012315502958579881,3,1.0270750963390562,95,10,-1,-1,0.9047619047619048,0.9370352029800415
1101,0.012315502958579881,4,1.0191656360692036,94,7,-1,-1,0.9306930693069307,0.9260522127151489
1102,0.012315502958579881,5,1.0081947610074777,93,7,-1,-1,0.93,0.9150692224502563
1103,0.012315502958579881,6,0.9972736853749165,93,7,-1,-1,0.93,0.9040862321853638
1104,0.012315502958579881,7,0.8966607555476702,93,7,-1,-1,0.93,0.8931033611297607
1105,0.012315502958579881,8,0.8866206913469884,92,7,-1,-1,0.9292929292929293,0.8821200132369995
1106,0.012315502958579881,9,0.8765587524558189,91,7,-1,-1,0.9285714285714286,0.8711370229721069
1107,0.012315502958579881,10,0.8663421732669366,88,7,-1,-1,0.9263157894736842,0.860154390335083
1108,0.012416449704142012,2,0.9279434561626053,97,27,0,-1,0.782258064516129,0.9475511312484741
1109,0.012416449704142012,3,1.0266158453318721,95,10,-1,-1,0.9047619047619048,0.936568021774292
1110,0.012416449704142012,4,1.0187026418214946,94,7,-1,-1,0.9306930693069307,0.9255850315093994
1111,0.012416449704142012,5,1.0077306211927848,93,7,-1,-1,0.93,0.9146019220352173
1112,0.012416449704142012,6,0.9968084455510129,93,7,-1,-1,0.93,0.9036189317703247
1113,0.012416449704142012,7,0.8962366985408362,93,7,-1,-1,0.93,0.8926359415054321
1114,0.012416449704142012,8,0.886195905350004,92,7,-1,-1,0.9292929292929293,0.88165283203125
1115,0.012416449704142012,9,0.876067523749088,90,7,-1,-1,0.9278350515463918,0.870669960975647
1116,0.012416449704142012,10,0.8659152907499589,88,7,-1,-1,0.9263157894736842,0.8596868515014648
1117,0.012517396449704142,2,0.9275401907343607,97,27,0,-1,0.782258064516129,0.9470839500427246
1118,0.012517396449704142,3,1.0261565470607974,95,10,-1,-1,0.9047619047619048,0.9361008405685425
1119,0.012517396449704142,4,1.01823960106396,94,7,-1,-1,0.9306930693069307,0.9251178503036499
1120,0.012517396449704142,5,1.0072666714965672,93,7,-1,-1,0.93,0.9141348600387573
1121,0.012517396449704142,6,0.9963432775391705,93,7,-1,-1,0.93,0.9031517505645752
1122,0.012517396449704142,7,0.8958128150667154,93,7,-1,-1,0.93,0.8921687602996826
1123,0.012517396449704142,8,0.8857710764204391,92,7,-1,-1,0.9292929292929293,0.8811856508255005
1124,0.012517396449704142,9,0.8756417011313374,90,7,-1,-1,0.9278350515463918,0.8702026605606079
1125,0.012517396449704142,10,0.8654888002651995,88,7,-1,-1,0.9263157894736842,0.8592197895050049
1126,0.01261834319526627,2,0.9280237906594788,97,26,0,-1,0.7886178861788617,0.9466166496276855
1127,0.01261834319526627,3,1.0256973187344511,95,10,-1,-1,0.9047619047619048,0.9356337785720825
1128,0.01261834319526627,4,1.017776513789591,94,7,-1,-1,0.9306930693069307,0.9246506690979004
1129,0.01261834319526627,5,1.0068024382520522,93,7,-1,-1,0.93,0.9136675596237183
1130,0.01261834319526627,6,0.9958780626546556,93,7,-1,-1,0.93,0.9026845693588257
1131,0.01261834319526627,7,0.8953887806518084,93,7,-1,-1,0.93,0.8917014598846436
1132,0.01261834319526627,8,0.8853463129705987,92,7,-1,-1,0.9292929292929293,0.8807185888290405
1133,0.01261834319526627,9,0.8752160526400006,90,7,-1,-1,0.9278350515463918,0.869735598564148
1134,0.01261834319526627,10,0.8650619398437244,88,7,-1,-1,0.9263157894736842,0.8587523698806763
1135,0.012719289940828401,2,0.9285075989529451,97,25,0,-1,0.7950819672131147,0.946149468421936
1136,0.012719289940828401,3,1.0252378086977874,95,10,-1,-1,0.9047619047619048,0.9351664781570435
1137,0.012719289940828401,4,1.017237931143327,93,7,-1,-1,0.93,0.9241833686828613
1138,0.012719289940828401,5,1.006338276714854,93,7,-1,-1,0.93,0.9132003784179688
1139,0.012719289940828401,6,0.9954128008903835,93,7,-1,-1,0.93,0.9022173881530762
1140,0.012719289940828401,7,0.894964919822147,93,7,-1,-1,0.93,0.8912343978881836
1141,0.012719289940828401,8,0.8849212897375287,92,7,-1,-1,0.9292929292929293,0.8802512884140015
1142,0.012719289940828401,9,0.8747900350558635,90,7,-1,-1,0.9278350515463918,0.8692681789398193
1143,0.012719289940828401,10,0.8646352537882965,88,7,-1,-1,0.9263157894736842,0.8582851886749268
1144,0.012820236686390532,2,0.9298820813066754,97,23,0,-1,0.8083333333333333,0.9456822872161865
1145,0.012820236686390532,3,1.0247783685912546,95,10,-1,-1,0.9047619047619048,0.934699296951294
1146,0.012820236686390532,4,1.016774819379982,93,7,-1,-1,0.93,0.9237161874771118
1147,0.012820236686390532,5,1.0058739500003777,93,7,-1,-1,0.93,0.9127330780029297
1148,0.012820236686390532,6,0.9949473735018083,93,7,-1,-1,0.93,0.9017500877380371
